pool	block	ident	line	budget	record	text
0x1c0fb1c9	0x4980	0x7d	0	71	0	Nice! Now we've got to recover those supplies - hurry!
0x1c0fb1c9	0x4a00	0x68	0	55	0	Yes! Now get over to the goal!
0x1c0fb1c9	0x4a70	0x65	0	55	0	First take care of all the targets.
0x1c0fb1c9	0x4ae0	0x90	0	87	0	Shoot carefully. Are you... really going to kill people from here on out?
0x1c0fb1c9	0x4b70	0x6b	0	55	0	Great sniping! Now get his items.
0x1c0fb1c9	0x4be0	0xa1	0	26	0	Good job.
0x1c0fb1c9	0x4be0	0xa1	1	71	0	Now you just have to go get the item they left behind.
0x1c0fb1c9	0x4c90	0x6a	0	55	0	Whatever you do, do not hit any agents.
0x1c0fb1c9	0x4d00	0x159	0	14	0	Hey Snake,
0x1c0fb1c9	0x4d00	0x159	1	103	0	did you know, the "Yan" in "Pooyan" means something like "Mister" in the Osaka dialect of Japanese?
0x1c0fb1c9	0x4d00	0x159	2	70	0	You stick it on the end of people's names. So you'd be "Snay-yan."
0x1c0fb1c9	0x4d00	0x159	3	42	0	You can call me "Kaz-yan" if you want.
0x1c0fb1c9	0x4e60	0x74	0	71	0	Suddenly... I have a craving for pork...
0x1c0fb1c9	0x4ee0	0x50	0	23	0	Relax, relax...
0x1c0fb1c9	0x4f30	0x56	0	39	0	Remember to breathe.
0x1c0fb1c9	0x4f90	0x77	0	71	0	Use your brain, Snake. You can figure this out.
0x1c0fb1c9	0x5010	0x81	0	87	0	Stay calm, and aim carefully. That's the only advice I have.
0x1c0fb1c9	0x50a0	0xbc	0	68	0	You can't win just by shooting people at random.
0x1c0fb1c9	0x50a0	0xbc	1	46	0	You need to use your head.
0x1c0fb1c9	0x5160	0x52	0	39	0	Bang! Just like that!
0x1c0fb1c9	0x51c0	0x71	0	71	0	Think logically. The solution will come to you.
0x1c0fb1c9	0x5240	0xb7	0	61	0	Your brain is the only weapon you have left.
0x1c0fb1c9	0x5240	0xb7	1	52	0	Do whatever it takes to keep going.
0x1c0fb1c9	0x5300	0xcb	0	65	0	You must not attack the enemy. It will not be easy,
0x1c0fb1c9	0x5300	0xcb	1	64	0	but steps like this are part of the road to peace.
0x1c0fb1c9	0x53d0	0x67	0	55	0	See if you can't resolve this peacefully.
0x1c0fb1c9	0x5440	0x95	0	103	0	If you make sure they don't see you, you can avoid conflict altogether.
0x1c0fb1c9	0x54e0	0x87	0	87	0	You cannot allow yourself to be seen. Try to become one with nature.
0x1c0fb1c9	0x5570	0xb0	0	46	0	Combat is to be avoided at all costs.
0x1c0fb1c9	0x5570	0xb0	1	51	0	Leave no trace of yourself as you proceed.
0x1c0fb1c9	0x5620	0x4b	0	23	0	Ooh, nice shot!
0x1c0fb1c9	0x5670	0xb9	0	74	0	Mmm, that's some fine photography! I'm thinking Pulitzer...
0x1c0fb1c9	0x5670	0xb9	1	40	0	OK, maybe not, but still.
0x1c0fb1c9	0x5730	0x7f	0	71	0	Get a photo of the enemy commander while he's out scouting.
0x1c0fb1c9	0x57b0	0x6d	0	55	0	If anyone spots you, it's game over.
0x1c0fb1c9	0x5820	0x139	0	66	0	This guy's performance rating will plummet
0x1c0fb1c9	0x5820	0x139	1	67	0	if we release a photo of him looking bored.
0x1c0fb1c9	0x5820	0x139	2	86	0	This is psychological warfare, got it? Just don't tip him off.
0x1c0fb1c9	0x5960	0x8e	0	87	0	Ha, there's one for the scrapbook. Let's get that developed - hurry on back.
0x1c0fb1c9	0x59f0	0x88	0	87	0	What are you trying to take a picture of? That's just wasting film.
0x1c0fb1c9	0x5a80	0x104	0	29	0	No Good,
0x1c0fb1c9	0x5a80	0x104	1	91	0	we need a complete shot of the subject without any objects in the way.
0x1c0fb1c9	0x5a80	0x104	2	52	0	And make it as big as possible.
0x1c0fb1c9	0x5b90	0xa5	0	73	0	Looks like that commander's got plenty of time on his hands...
0x1c0fb1c9	0x5b90	0xa5	1	24	0	Must be nice.
0x1c0fb1c9	0x5c40	0xac	0	30	0	A comandante in el Frente
0x1c0fb1c9	0x5c40	0xac	1	68	0	would never have the time on his hands for something like that.
0x1c0fb1c9	0x5cf0	0xb5	0	61	0	Must be nice, having all that free time to...
0x1c0fb1c9	0x5cf0	0xb5	1	53	0	oh, I wasn't talking about you, Boss!
0x1c0fb1c9	0x5db0	0x79	0	71	0	The prisoner got spooked and ran. After him!
0x1c0fb1c9	0x5e30	0xaf	0	51	0	Those boxes contain important supplies.
0x1c0fb1c9	0x5e30	0xaf	1	46	0	Make sure nothing happens to them!
0x1c0fb1c9	0x5ee0	0x5f	0	39	0	Come on! Protect those boxes!
0x1c0fb1c9	0x5f40	0x60	0	39	0	Destroy all the trucks with your C4!
0x1c0fb1c9	0x5fa0	0xbf	0	59	0	You should be able to see the road from the bridge.
0x1c0fb1c9	0x5fa0	0xbf	1	54	0	Destroy the truck that's driving up that road.
0x1c0fb1c9	0x6060	0x64	0	55	0	Those drums might come in handy...
0x1c0fb1c9	0x60d0	0x6c	0	55	0	Too late, it's gone... Mission failed...
0x1c0fb1c9	0x6140	0x6d	0	55	0	Use C4 to blow up the truck.
0x1c0fb1c9	0x61b0	0x52	0	39	0	Take out that truck!
0x1c0fb1c9	0x6210	0x60	0	39	0	Keep shooting down those tiny UFOs!
0x1c0fb1c9	0x6270	0x7d	0	71	0	Get control of all the enemies by holding them up!
0x1c0fb1c9	0x62f0	0x89	0	87	0	Hold up all enemies! If you're discovered the mission's over.
0x1c0fb1c9	0x6380	0xe0	0	75	0	No one's stupid enough to tempt fate and step on a banana.
0x1c0fb1c9	0x6380	0xe0	1	70	0	I wouldn't bother trying to place them on the ground.
0x1c0fb1c9	0x6460	0x71	0	71	0	Isn't a banana just a tasty snack?
0x1c0fb1c9	0x64e0	0xa5	0	75	0	Pesticides from banana plantations could be killing off Macaws,
0x1c0fb1c9	0x64e0	0xa5	1	23	0	you know...
0x1c0fb1c9	0x6590	0xac	0	56	0	Your objective is to hold up all enemies.
0x1c0fb1c9	0x6590	0xac	1	41	0	Please, don't hurt anyone.
0x1c0fb1c9	0x6640	0x7e	0	71	0	Your objective this time is to hold-up all enemies.
0x1c0fb1c9	0x66c0	0xb9	0	54	0	Don't be reckless and fire off your gun.
0x1c0fb1c9	0x66c0	0xb9	1	60	0	Your objective is to hold all the soldiers up.
0x1c0fb1c9	0x6780	0xc6	0	50	0	You can't just hide there forever.
0x1c0fb1c9	0x6780	0xc6	1	79	0	Look for opportunities to slip by, and head for the goal point.
0x1c0fb1c9	0x6850	0x6c	0	55	0	The enemy's out there looking for you. Use caution.
0x1c0fb1c9	0x68c0	0x6f	0	55	0	Do not let the enemy find out where you are!
0x1c0fb1c9	0x6930	0x64	0	55	0	Listen to the trees and the mountains...
0x1c0fb1c9	0x69a0	0xc1	0	64	0	I know it's tough to find those snipers,
0x1c0fb1c9	0x69a0	0xc1	1	66	0	but keep at it...we need them neutralized.
0x1c0fb1c9	0x6a70	0x60	0	39	0	I'm sweating it, too, Boss...
0x1c0fb1c9	0x6ad0	0xc3	0	90	0	All you need to do is take out the soldiers sitting in the gun turrets.
0x1c0fb1c9	0x6ad0	0xc3	1	40	0	I know you can do it.
0x1c0fb1c9	0x6ba0	0xa7	0	50	0	The only soldiers you need to take down
0x1c0fb1c9	0x6ba0	0xa7	1	48	0	are the ones manning the gun turrets.
0x1c0fb1c9	0x6c50	0x5b	0	39	0	Neutralize all enemies!
0x1c0fb1c9	0x6cb0	0xb5	0	53	0	Stop the enemy reinforcements!
0x1c0fb1c9	0x6cb0	0xb5	1	60	0	Don't let them get in the Boss's way!
0x1c0fb1c9	0x6d70	0x7f	0	71	0	Protect the Boss! Don't let any more enemies get to him!
0x1c0fb1c9	0x6df0	0x49	0	23	0	Venceremos!
0x1c0fb1c9	0x6e40	0x56	0	39	0	Keep our Boss safe!
0x1c0fb1c9	0x6ea0	0x66	0	55	0	Please, we need Boss to stop it...
0x1c0fb1c9	0x6f10	0x80	0	71	0	It is do or die now! It's all up to you!
0x1c0fb1c9	0x6f90	0x57	0	39	0	You doing all right in there?!
0x1c0fb1c9	0x6ff0	0x4e	0	23	0	Keep it up...!
0x1c0fb1c9	0x7040	0x4f	0	23	0	We almost got 'em!
0x1c0fb1c9	0x7090	0x71	0	71	0	Mission complete. See you back at Mother Base.
0x1c0fb1c9	0x7110	0x69	0	55	0	Mission accomplished! Returning to base!
0x1c0fb1c9	0x7180	0x67	0	55	0	That should do it. Nice work, people!
0x1c0fb1c9	0x71f0	0x76	0	71	0	Objective complete. Returning to base. Everybody, pull out!
0x1c0fb1c9	0x7270	0x69	0	55	0	Mission accomplished. Everybody still with me?
0x1c0fb1c9	0x72e0	0x65	0	55	0	Neutralize all enemy attackers!
0x1c0fb1c9	0x7350	0x5f	0	39	0	You have to protect that area!
0x1c0fb1c9	0x73b0	0x66	0	55	0	Make sure you protect that area!
0x1c0fb1c9	0x7420	0x8e	0	87	0	Neutralize all enemy soldiers. Keep them alive if you can.
0x1c0fb1c9	0x74b0	0x8e	0	87	0	Defend your point long enough and the enemy should eventually give up.
0x1c0fb1c9	0x7540	0x6b	0	55	0	The enemy's taken over one of the bases.
0x1c0fb1c9	0x75b0	0x67	0	55	0	Get it back ASAP!
0x1c0fb1c9	0x7620	0xe0	0	62	0	To use Fulton recovery on a soldier,
0x1c0fb1c9	0x7620	0xe0	1	83	0	get up next to them so the icon appears and push <I=ACT>.
0x1c0fb1c9	0x7700	0x8a	0	87	0	Use Fulton recovery to bring back knocked-out soldiers.
0x1c0fb1c9	0x7790	0x97	0	103	0	Your objective is to retrieve the unconscious soldier via Fulton recovery.
0x1c0fb1c9	0x7830	0xbd	0	63	0	Hurry up and send those knocked out soldiers back here.
0x1c0fb1c9	0x7830	0xbd	1	51	0	Don't mess around or they're gonna wake up.
0x1c0fb1c9	0x78f0	0x78	0	71	0	Retrieve those soldiers while they're still unconscious.
0x1c0fb1c9	0x7970	0xc5	0	75	0	You need to use Fulton recovery on all the soldiers.
0x1c0fb1c9	0x7970	0xc5	1	54	0	Be careful not to kill anybody.
0x1c0fb1c9	0x7a40	0xb7	0	61	0	Neutralize all the soldiers without killing them
0x1c0fb1c9	0x7a40	0xb7	1	53	0	and then use the Fulton recovery system.
0x1c0fb1c9	0x7b00	0x66	0	55	0	Looks like that soldier's out cold.
0x1c0fb1c9	0x7b70	0x7a	0	71	0	Try using Fulton recovery on 'em.
0x1c0fb1c9	0x7bf0	0x91	0	103	0	You can't send a soldier with Fulton recovery after he wakes up.
0x1c0fb1c9	0x7c90	0xb5	0	53	0	If you do not hurry they will wake up.
0x1c0fb1c9	0x7c90	0xb5	1	61	0	The sooner you can whisk them away the better.
0x1c0fb1c9	0x7d50	0x77	0	71	0	Defend Mother Base! Shoot those missiles down!
0x1c0fb1c9	0x7dd0	0x7f	0	71	0	Shoot down all incoming missiles! Everyone is counting on you!
0x1c0fb1c9	0x7e50	0xa6	0	64	0	We're going to lose Mother Base unless we do something!
0x1c0fb1c9	0x7e50	0xa6	1	33	0	Shoot the missiles down!
0x1c0fb1c9	0x7f00	0x5e	0	39	0	Neutralize all the thieves!
0x1c0fb1c9	0x7f60	0x90	0	87	0	You have to stop them! We can't let them take what's ours!
0x1c0fb1c9	0x7ff0	0x72	0	71	0	Hey, he took something from you! Go get it back!
0x1c0fb1c9	0x8070	0xb1	0	58	0	Try and send some of the good ones
0x1c0fb1c9	0x8070	0xb1	1	56	0	back to us with Fulton recovery.
0x1c0fb1c9	0x8130	0x63	0	55	0	There's still more of them! Hang in there!
0x1c0fb1c9	0x81a0	0xba	0	86	0	As time goes on, they'll start sending better and better soldiers after you.
0x1c0fb1c9	0x81a0	0xba	1	28	0	Stay on your toes.
0x1c0fb1c9	0x8260	0x7c	0	71	0	Swarm tactics, eh... Not exactly logical, but effective.
0x1c0fb1c9	0x82e0	0x54	0	39	0	Find Zadornov, Snake.
0x1c0fb1c9	0x8340	0x51	0	39	0	Where's Zadornov?
0x1c0fb1c9	0x83a0	0xb2	0	46	0	Check any out-of-the-way spots.
0x1c0fb1c9	0x83a0	0xb2	1	67	0	I have a sneaking suspicion Zadornov's around there.
0x1c0fb1c9	0x8460	0x96	0	103	0	There's only so many places to hide. Search every nook and cranny.
0x1c0fb1c9	0x8500	0x9a	0	103	0	Where the hell'd Zadornov go this time? I'm sick of him and his "walks"!
0x1c0fb1c9	0x85a0	0xcf	0	65	0	Thoroughly search every possible hiding spot.
0x1c0fb1c9	0x85a0	0xcf	1	65	0	We're dealing with a real escape artist here.
0x1c0fb1c9	0x8670	0x77	0	71	0	Does this guy have a Houdini complex or what?
0x1c0fb1c9	0x86f0	0x7f	0	71	0	Good God, the man could swim his way out of Alcatraz.
0x1c0fb1c9	0x8770	0x69	0	55	0	Search every inch of that area.
0x1c0fb1c9	0x87e0	0x7b	0	71	0	I've got a feeling about that area... Keep looking.
0x1c0fb1c9	0x8860	0x7f	0	71	0	If Zadornov's anywhere, it's gotta be there, don't you think?
0x1c0fb1c9	0x88e0	0x7e	0	71	0	Zadornov's nearby! I can smell him!
0x1c0fb1c9	0x8960	0x6e	0	55	0	I have a feeling he's around here somewhere.
0x1c0fb1c9	0x89d0	0x78	0	71	0	Zadornov should be somewhere in that area. Find him.
0x1c0fb1c9	0x8a50	0x67	0	55	0	Zadornov is there. No doubt about it.
0x1c0fb1c9	0x8ac0	0x8c	0	87	0	Find Zadornov and bring him back here with Fulton recovery.
0x1c0fb1c9	0x8b50	0x94	0	103	0	Once you've found Zadornov, send him back here with the Fulton.
0x1c0fb1c9	0x8bf0	0x6c	0	55	0	Find him! Leave no stone unturned!
0x1c0fb1c9	0x8c60	0xc6	0	76	0	Rrrhh! You find that ugly Russian and bring his butt back here!
0x1c0fb1c9	0x8c60	0xc6	1	54	0	I can't believe he tricked Paz like that.
0x1c0fb1c9	0x8d30	0x7f	0	71	0	You should have disposed of him when you had the chance.
0x1c0fb1c9	0x8db0	0x69	0	55	0	Bet you he's looking for adventure, too.
0x1c0fb1c9	0x8e20	0x77	0	71	0	Oh, Snake? Sorry, I'm a little busy right now.
0x1c0fb1c9	0x8ea0	0x89	0	87	0	Any areas you haven't checked yet? Think hard...
0x1c0fb1c9	0x8f30	0xae	0	74	0	Hey, weren't you looking for something around there a while back?
0x1c0fb1c9	0x8f30	0xae	1	23	0	What was it...
0x1c0fb1c9	0x8fe0	0xc9	0	50	0	Oh, right! The truck with the nukes.
0x1c0fb1c9	0x8fe0	0xc9	1	80	0	You were checking the backs of all the conspicuous-looking trucks.
0x1c0fb1c9	0x90b0	0x78	0	71	0	Zadornov's inside one of the trucks. I'm sure of it.
0x1c79f20b	0x0	0xd6	0	45	84	Miller here. Do you copy, Snake?
0x1c79f20b	0x0	0xd6	1	33	84	I see you've landed.
0x1c79f20b	0x0	0xd6	2	46	84	That makes one giant leap for us.
0x1c79f20b	0xe0	0x1b3	0	71	84	I'm sending this from the offshore\\nplant - our Mother Base.
0x1c79f20b	0xe0	0x1b3	1	40	84	The signal is unidirectional.
0x1c79f20b	0xe0	0x1b3	2	72	84	I'll be giving you commands and advice\\nthrough this channel.
0x1c79f20b	0xe0	0x1b3	3	67	84	Keep your headphones on at all times\\nand pay attention.
0x1c79f20b	0xe0	0x1b3	4	54	84	Also, make sure no one else\\ncan listen in.
0x1c79f20b	0x2a0	0xb4	0	57	84	Snake,\\nare you clear on the controls?
0x1c79f20b	0x2a0	0xb4	1	56	84	Take a minute to refresh your memory.
0x1c79f20b	0x360	0x61	0	55	84	Use <I=MOVE> to move.
0x1c79f20b	0x3d0	0x61	0	55	84	Use <I=MOVE> to move.
0x1c79f20b	0x440	0xd8	0	79	84	There's no one around - why not try\\nsome shooting practice?
0x1c79f20b	0x440	0xd8	1	67	84	Select a target and squeeze off\\na round or two.
0x1c79f20b	0x520	0xa6	0	56	84	How about a little shooting practice?
0x1c79f20b	0x520	0xa6	1	41	84	Try hitting a coconut.
0x1c79f20b	0x5d0	0x83	0	87	84	Oil drums, driftwood, buoys... There are\\nplenty of targets around here.
0x1c79f20b	0x660	0x89	0	87	84	That weapon won't help you put\\nthe lime in the coconut, Boss.
0x1c79f20b	0x6f0	0x84	0	87	84	The tranquilizer gun wasn't made\\nto break things.
0x1c79f20b	0x780	0x161	0	40	84	Ah, a perfect target.
0x1c79f20b	0x780	0x161	1	78	84	Looks like you won't be the first to\\nput some holes in it.
0x1c79f20b	0x780	0x161	2	44	84	Some "peaceful paradise."
0x1c79f20b	0x780	0x161	3	83	84	That means you're not alone\\nout there. The enemy could be near.
0x1c79f20b	0x8f0	0x97	0	103	84	Why not sharpen your skills here a bit...\\nbefore you bump into one of them.
0x1c79f20b	0x990	0x107	0	95	84	Using auto-aim enables you to quickly\\ndraw a bead on the target.
0x1c79f20b	0x990	0x107	1	99	84	It's not entirely reliable, though.\\nIf you want accuracy, go manual.
0x1c79f20b	0xaa0	0xe5	0	71	84	Auto-aim only works with live targets.
0x1c79f20b	0xaa0	0xe5	1	90	84	That means it won't snap to\\nsome threats, so be careful.
0x1c79f20b	0xb90	0x8f	0	87	84	The over-the-shoulder view allows you\\nto aim with a high degree of precision.
0x1c79f20b	0xc20	0xde	0	58	84	Body part targeting correction
0x1c79f20b	0xc20	0xde	1	88	84	will automatically shift your aim\\nto hit nearby body parts.
0x1c79f20b	0xd00	0x8c	0	87	84	If you want to change the aim\\nsettings, take a look under "OPTIONS."
0x1c79f20b	0xd90	0x141	0	95	84	Hitting an enemy's vital points can\\nbring them down with a single shot.
0x1c79f20b	0xd90	0x141	1	71	84	You can also intentionally avoid\\nlethal shots -
0x1c79f20b	0xd90	0x141	2	69	84	say if you just want to slow\\nthe target down.
0x1c79f20b	0xee0	0x59	0	39	84	I think you got him, Boss.
0x1c79f20b	0xf40	0x69	0	55	84	That's one tough scarecrow...
0x1c79f20b	0xfb0	0x69	0	55	84	Enough, Boss.\\nYou're wasting ammunition.
0x1c79f20b	0x1020	0x71	0	71	84	Ammo doesn't grow on trees,\\nyou know...
0x1c79f20b	0x10a0	0x70	0	55	84	Use <I=CAMERA> to adjust your view.
0x1c79f20b	0x1110	0x70	0	55	84	Use <I=CAMERA> to adjust your view.
0x1c79f20b	0x1180	0x70	0	55	84	Use <I=CAMERA> to adjust your view.
0x1c79f20b	0x11f0	0x70	0	55	84	Use <I=CAMERA> to adjust your view.
0x1c79f20b	0x1260	0xde	0	76	84	Tilt <I=MOVE> left or right while holding
0x1c79f20b	0x1260	0xde	1	70	84	<I=WEAPONWINDOW> to switch weapons.
0x1c79f20b	0x1340	0xd6	0	66	84	To select a weapon, hold <I=WEAPONWINDOW>,
0x1c79f20b	0x1340	0xd6	1	80	84	then tilt <I=MOVE> left or right to make your selection.
0x1c79f20b	0x1420	0xb6	0	41	84	To choose your weapon,
0x1c79f20b	0x1420	0xb6	1	73	84	hold <I=WEAPONWINDOW> and tilt <I=MOVE> left or right.
0x1c79f20b	0x14e0	0xd3	0	70	84	Press the left or right <I=MOVE> while
0x1c79f20b	0x14e0	0xd3	1	76	84	holding <I=WEAPONWINDOW> to switch\\nweapons.
0x1c79f20b	0x15c0	0x9d	0	43	84	Ready your weapon with <I=AIM>.
0x1c79f20b	0x15c0	0x9d	1	39	84	Then press <I=ATK> to fire.
0x1c79f20b	0x1660	0xa5	0	51	84	Ready your weapon with <I=AIM>.
0x1c79f20b	0x1660	0xa5	1	47	84	Then press <I=ATK> to fire.
0x1c79f20b	0x1710	0xbd	0	50	84	Press <I=ATK> to aim your weapon.
0x1c79f20b	0x1710	0xbd	1	63	84	To use the weapon, press <I=ATK> while aiming.
0x1c79f20b	0x17d0	0x88	0	87	84	To stop aiming your weapon, press <I=QUITAIM>.
0x1c79f20b	0x1860	0x6a	0	55	84	Use <I=AIM> to\\nready throwing weapons.
0x1c79f20b	0x18d0	0x6a	0	55	84	Use <I=AIM> to\\nready throwing weapons.
0x1c79f20b	0x1940	0x6e	0	55	84	To ready a throwing-type weapon, press <I=ATK>.
0x1c79f20b	0x19b0	0x7d	0	71	84	Once you've readied the weapon,\\nthrow with <I=ATK>.
0x1c79f20b	0x1a30	0xc6	0	58	84	When using throwing weapons,
0x1c79f20b	0x1a30	0xc6	1	72	84	hold <I=ATK> down longer to throw farther.
0x1c79f20b	0x1b00	0x7f	0	71	84	You won't throw the weapon until you let go of the button.
0x1c79f20b	0x1b80	0x7d	0	71	84	Once you've readied the weapon,\\nthrow with <I=ATK>.
0x1c79f20b	0x1c00	0xa3	0	45	84	To use a throwing weapon,
0x1c79f20b	0x1c00	0xa3	1	52	84	ready it and then press <I=ATK>.
0x1c79f20b	0x1cb0	0xed	0	82	84	To use the stun rod, first unequip\\nany other weapons.
0x1c79f20b	0x1cb0	0xed	1	79	84	Then ready it with <I=AIM> and strike with <I=ATK>.
0x1c79f20b	0x1da0	0xed	0	78	84	To use the stun rod, unequip\\nany other weapons,
0x1c79f20b	0x1da0	0xed	1	83	84	then ready it with <I=AIM> and strike\\nusing <I=ATK>.
0x1c79f20b	0x1e90	0xef	0	56	84	To use a stun rod after equipping it,
0x1c79f20b	0x1e90	0xef	1	41	84	ready it with <I=ATK>,
0x1c79f20b	0x1e90	0xef	2	44	84	then press <I=ATK> again.
0x1c79f20b	0x1f80	0xd6	0	78	84	Press the BACK button\\nto turn on auto-aim.
0x1c79f20b	0x1f80	0xd6	1	67	84	Press BACK again to turn it off.
0x1c79f20b	0x2060	0xf0	0	81	84	With auto-aim, you'll lock on to\\nenemies automatically.
0x1c79f20b	0x2060	0xf0	1	80	84	Only problem is, you can't target\\nspecific body parts.
0x1c79f20b	0x2150	0x8e	0	87	84	Auto-aim effectiveness will vary from\\nweapon to weapon.
0x1c79f20b	0x21e0	0xe4	0	79	84	The Mk. 22 tranquilizer gun can\\nput enemies to sleep.
0x1c79f20b	0x21e0	0xe4	1	83	84	The closer to the head you hit,\\nthe more effective it is.
0x1c79f20b	0x22d0	0x8e	0	87	84	Tranquilizer rounds are hard to\\ncome by. Don't waste them.
0x1c79f20b	0x2360	0x79	0	71	84	The M16's a standard assault rifle\\ncapable of rapid-fire.
0x1c79f20b	0x23e0	0x6a	0	55	84	Grenades explode.\\nYou throw them, Snake.
0x1c79f20b	0x2450	0x59	0	39	84	That's right. Nicely done, Boss.
0x1c79f20b	0x24b0	0x42	0	23	84	Perfect.
0x1c79f20b	0x2500	0x43	0	23	84	That's it.
0x1c79f20b	0x2550	0xac	0	119	84	Select equipment by tilting <I=MOVE> left\\nor right while holding <I=EQUIPWINDOW>.
0x1c79f20b	0x2600	0xd8	0	66	84	Select equipment by holding <I=EQUIPWINDOW>,
0x1c79f20b	0x2600	0xd8	1	79	84	then tilt <I=MOVE> left or\\nright to make your selection.
0x1c79f20b	0x26e0	0xcd	0	51	84	To choose an item to use,
0x1c79f20b	0x26e0	0xcd	1	79	84	hold <I=EQUIPWINDOW> and tilt <I=MOVE> left or right.
0x1c79f20b	0x27b0	0xad	0	119	84	Select equipment by pressing the left\\nor right while holding <I=EQUIPWINDOW>.
0x1c79f20b	0x2860	0x81	0	87	84	Your binoculars enable you to\\ngather recon from a distance.
0x1c79f20b	0x28f0	0x7b	0	71	84	To change your settings, open the menu.
0x1c79f20b	0x2970	0x76	0	71	84	To check your map, open the menu.
0x1c79f20b	0x29f0	0x150	0	36	84	Be careful, though.
0x1c79f20b	0x29f0	0x150	1	85	84	The bad guys won't sit around waiting\\nwhile you mess with the menu.
0x1c79f20b	0x29f0	0x150	2	47	84	No pausing in real life, Boss.
0x1c79f20b	0x29f0	0x150	3	47	84	Not even in lovely Costa Rica.
0x1c79f20b	0x2b40	0x83	0	87	84	The facility you're headed for is\\npast that fence.
0x1c79f20b	0x2bd0	0x73	0	71	84	A grenade should be able to take\\nout that gate.
0x1c79f20b	0x2c50	0x77	0	71	84	Get rid of that door and keep moving.
0x1c79f20b	0x2cd0	0x51	0	39	84	Use a grenade.
0x1c79f20b	0x2d30	0x79	0	71	84	You're gonna need a grenade to\\nget through that gate.
0x1c79f20b	0x2db0	0x97	0	103	84	Good, you'll reach the objective\\nwhen you clear the jungle. Head east.
0x1c79f20b	0x2e50	0x58	0	39	84	Head east for now.
0x1c79f20b	0x2eb0	0x4e	0	23	84	Make your way east.
0x1c79f20b	0x2f00	0x82	0	87	84	When you clear the jungle,\\nyou'll be there. Head east.
0x1c79f20b	0x2f90	0x8f	0	87	84	Snake, don't you think you could use a little more practice?
0x1c79f20b	0x3020	0x74	0	71	84	Out of ammo?\\nIs there any lying around there?
0x1c79f20b	0x30a0	0x7d	0	71	84	Take a good look around.\\nYou could find some ammo nearby.
0x1c79f20b	0x3120	0x69	0	55	84	See any grenades lying around?
0x1c79f20b	0x3190	0x72	0	71	84	The rotating boxes are items.\\nPick them up.
0x1c79f20b	0x3210	0x75	0	71	84	You see some sorta weird animal over by the pier?
0x1c79f20b	0x3290	0x7c	0	71	84	Hey, a UMA! Look! By the pier!
0x1c79f20b	0x3310	0x76	0	71	84	Man, I don't believe it! A real live UMA!
0x1c79f20b	0x3390	0x62	0	55	84	I... I'm dreaming, right?!
0x1c79f20b	0x3400	0x9b	0	103	84	Oh, he's so cute! I had no idea a creature like that lives in Costa Rica!
0x1c79f20b	0x34a0	0x77	0	71	84	Oh, my word, so darling! Bring it back with you, Snake!
0x1c79f20b	0x3520	0xc0	0	22	84	Let me handle this.
0x1c79f20b	0x3520	0xc0	1	20	84	Meow, meow, meow!
0x1c79f20b	0x3520	0xc0	2	9	84	...Hm?
0x1c79f20b	0x3520	0xc0	3	19	84	Is it not a cat?
0x1c79f20b	0x35e0	0x7b	0	71	84	There's...there's a man inside there, right? ...No?
0x1c79f20b	0x3660	0x78	0	71	84	It's...it's walking on two legs?! I gotta take notes on this...
0x1c79f20b	0x36e0	0xa4	0	34	84	What is this creature...?
0x1c79f20b	0x36e0	0xa4	1	64	84	It's completely beyond the realm of my understanding...
0x1c79f20b	0x3790	0x70	0	55	84	Cut that out! What are you going to do now?
0x1c79f20b	0x3800	0x61	0	55	84	What a terrible thing to do to a lady!
0x1c79f20b	0x3870	0x71	0	71	84	Snake! What do you think you're doing to Paz?!
0x1c79f20b	0x38f0	0x7f	0	71	84	What, may I ask, is your reason for doing such a thing to her?
0x1c79f20b	0x3970	0x6b	0	55	84	What are you planning to do to her?!
0x1c79f20b	0x39e0	0x6b	0	55	84	What exactly do you plan on doing, Boss?
0x1c79f20b	0x3a50	0x79	0	71	84	I guess a little fun and games never hurt anyone.
0x1c79f20b	0x3ad0	0x70	0	55	84	What exactly do you plan to do with Monsieur Miller...?
0x1c79f20b	0x3b40	0x5f	0	39	84	I thought Miller was your friend!
0x1c79f20b	0x3ba0	0x107	0	69	84	What you two choose to do with your time is up to you,
0x1c79f20b	0x3ba0	0x107	1	37	84	but I am not impressed
0x1c79f20b	0x3ba0	0x107	2	67	84	with knocking someone out to take advantage of them.
0x1c79f20b	0x3cb0	0x72	0	71	84	I don't think I'll ever understand you two.
0x1c7a720b	0x0	0x82	0	87	96	When you clear the jungle,\\nyou'll be there. Head east.
0x1c7a720b	0x90	0x4e	0	23	96	Make your way east.
0x1c7a720b	0xe0	0x68	0	55	96	Make sure you're not spotted.
0x1c7a720b	0x150	0x60	0	39	96	This is a Sneaking Mission.
0x1c7a720b	0x1b0	0xc1	0	67	96	Hide behind stuff,\\ntake the long way around,
0x1c7a720b	0x1b0	0xc1	1	62	96	whatever it takes to\\nstay out of sight.
0x1c7a720b	0x280	0x9e	0	103	96	Your gun is a last resort. It could\\njust as easily kill you as save you.
0x1c7a720b	0x320	0x4c	0	23	96	Enemy spotted!
0x1c7a720b	0x370	0x89	0	87	96	Keep your eye on what's left of your\\nLIFE gauge on the left of the screen.
0x1c7a720b	0x400	0xc6	0	71	96	To the right of that,\\nyou'll see your Psyche Gauge.
