rec	file	table_id	lang	group	entry	key	meta	text
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000c4	0x000d32	0x0001	RATION MC
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000c5	0x000d32	0x0001	RATION MC
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000c6	0x000d32	0x0001	RATION MC
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000c7	0x000d32	0x0001	RATION MC
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000c8	0x000d32	0x0001	RATION MC
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000c9	0x000d32	0x0001	RATION BC
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000ca	0x000d32	0x0001	RATION BC
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000cb	0x000d32	0x0001	RATION BC
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000cc	0x000d32	0x0001	RATION BC
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000cd	0x000d32	0x0001	RATION BC
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000ce	0x000d32	0x0001	RATION BR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000cf	0x000d32	0x0001	RATION BR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000d0	0x000d32	0x0001	RATION BR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000d1	0x000d32	0x0001	RATION BR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000d2	0x000d32	0x0001	RATION BR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000d3	0x000d32	0x0001	MATh
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000d4	0x000d32	0x0001	MATh
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000d5	0x000d32	0x0001	MATh
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000d6	0x000d32	0x0001	MATh
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000d7	0x000d32	0x0001	MATh
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000d8	0x000d32	0x0001	CAL12(CAO)
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000d9	0x000d32	0x0001	40 FUM
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000da	0x000d32	0x0001	40 FUM (R)
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000db	0x000d32	0x0001	MQ FRAPPE
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000dc	0x000d32	0x0001	MQ APPRO
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000dd	0x000d32	0x0001	BALLE
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000de	0x000d32	0x0001	ANEST.(F)
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000df	0x000d32	0x0001	7,62X51AP
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000e0	0x000d32	0x0001	MUN RAIL
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000e1	0x000d32	0x0001	MUN RPG2
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000e2	0x000d32	0x0001	MUN RPG7
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000e3	0x000d32	0x0001	MUN CG
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000e4	0x000d32	0x0001	HEAT CG
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000e5	0x000d32	0x0001	MUN COMBO
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000e6	0x000d32	0x0001	MUN FIM43
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000e7	0x000d32	0x0001	MUN XFIM92
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000e8	0x000d32	0x0001	MUN M47
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000e9	0x000d32	0x0001	MUN LAW
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000ea	0x000d32	0x0001	MUN M202
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000eb	0x000d32	0x0001	MUN CGFLTN
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000ec	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000ed	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000ee	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000ef	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000f0	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000f1	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000f2	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000f3	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000f4	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000f5	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000f6	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000f7	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000f8	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000f9	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000fa	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000fb	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000fc	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000fd	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000fe	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0000ff	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000100	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000101	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000102	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000103	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000104	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000105	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000106	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000107	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000108	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000109	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00010a	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00010b	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00010c	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00010d	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00010e	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00010f	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000110	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000111	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000112	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000113	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000114	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000115	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000116	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000117	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000118	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000119	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00011a	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00011b	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00011c	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00011d	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00011e	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00011f	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000120	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000121	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000122	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000123	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000124	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000125	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000126	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000127	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000128	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000129	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00012a	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00012b	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00012c	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00012d	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00012e	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00012f	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000130	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000131	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000132	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000133	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000134	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000135	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000136	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000137	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000138	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000139	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00013a	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00013b	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00013c	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00013d	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00013e	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00013f	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000140	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000141	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000142	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000143	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000144	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000145	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000146	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000147	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000148	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000149	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00014a	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00014b	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00014c	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00014d	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00014e	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00014f	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000150	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000151	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000152	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000153	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000154	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000155	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000156	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000157	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000158	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000159	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00015a	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00015b	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00015c	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00015d	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00015e	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00015f	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000160	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000161	0x000d32	0x0001	DOC SECR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000162	0x000d32	0x0001	AILE RATH
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000163	0x000d32	0x0001	CROC TIGX.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000164	0x000d32	0x0001	MUCUS GEAR
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000165	0x000d32	0x0001	CONC. GEAR
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000166	0x000d32	0x0001	EXT. GEAR
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000167	0x000d32	0x0001	TREILLIS J
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000168	0x000d32	0x0001	NOIR
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000169	0x000d32	0x0001	KAKI
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00016a	0x000d32	0x0001	BLEU MAR.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00016b	0x000d32	0x0001	BLANC
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00016c	0x000d32	0x0001	ROUGE
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00016d	0x000d32	0x0001	JAUNE
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00016e	0x000d32	0x0001	ROSE
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00016f	0x000d32	0x0001	VERT
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000170	0x000d32	0x0001	FEUILLE
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000171	0x000d32	0x0001	TIGRh
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000172	0x000d32	0x0001	EAU
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000173	0x000d32	0x0001	CHOCO
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000174	0x000d32	0x0001	CAILLOU
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000175	0x000d32	0x0001	CARRhS
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000176	0x000d32	0x0001	hCORCE
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000177	0x000d32	0x0001	BhTON
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000178	0x000d32	0x0001	SNAKE
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000179	0x000d32	0x0001	CAMARADE
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00017a	0x000d32	0x0001	A+J
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00017b	0x000d32	0x0001	NhO-MOUSSE
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00017c	0x000d32	0x0001	REMUGLES
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00017d	0x000d32	0x0001	TIGREX
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00017e	0x000d32	0x0001	RATHALOS
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00017f	0x000d32	0x0001	GEAR REX
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000180	0x000d32	0x0001	FURTIF
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000181	0x000d32	0x0001	COMBAT
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000182	0x000d32	0x0001	COMBAT +C
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000183	0x000d32	0x0001	NU
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000184	0x000d32	0x0001	NU (NOIR)
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000185	0x000d32	0x0001	NU (KAKI)
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000186	0x000d32	0x0001	NU (BLEU)
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000187	0x000d32	0x0001	NU (BLANC)
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000188	0x000d32	0x0001	NU (ROUGE)
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000189	0x000d32	0x0001	NU (JAUNE)
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00018a	0x000d32	0x0001	NU (ROSE)
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00018b	0x000d32	0x0001	NU (VERT)
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00018c	0x000d32	0x0001	NU (FEUIL)
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00018d	0x000d32	0x0001	NU (TIGRE)
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00018e	0x000d32	0x0001	NU (EAU)
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00018f	0x000d32	0x0001	NU (CHOCO)
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000190	0x000d32	0x0001	NU (ROC)
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000191	0x000d32	0x0001	NU (CARRE)
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000192	0x000d32	0x0001	NU (hC)
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000193	0x000d32	0x0001	NU (BhTON)
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000194	0x000d32	0x0001	NU (SNAKE)
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000195	0x000d32	0x0001	SMOKING
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000196	0x000d32	0x0001	MILLER
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000197	0x000d32	0x0001	AMANDA
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000198	0x000d32	0x0001	MAILLOT
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x000199	0x000d32	0x0001	HT BIKINI
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00019a	0x000d32	0x0001	UT(N425A)
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00019b	0x000d32	0x0001	UT(N425B)
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00019c	0x000d32	0x0001	UT(N425C)
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00019d	0x000d32	0x0001	UT(N425D)
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00019e	0x000d32	0x0001	UT(N425E)
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x00019f	0x000d32	0x0001	UT(N425E)
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0001a0	0x000d32	0x0001	UT(N425F)
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0001a1	0x000d32	0x0001	UT(N425G)
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0001a2	0x000d32	0x0001	UT(N425H)
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0001a3	0x000d32	0x0001	UT(N425H)
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0001a4	0x000d32	0x0001	UT(N425J)
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0001a5	0x000d32	0x0001	UT(N425L)
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0001a6	0x000d32	0x0001	UT(LOGO)
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0001a7	0x000d32	0x0001	UT(N425D)
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0001a8	0x000d32	0x0001	UT(N425G)
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0001a9	0x000d32	0x0001	T-SHIRT
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0001aa	0x000d32	0x0001	(dummy)
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0001ab	0x000d32	0x0001	(dummy)
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0001ac	0x000d32	0x0001	(dummy)
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0001ae	0x000d32	0x0001	J+T
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0001af	0x000d32	0x0001	WALKMAN
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0001b0	0x000d32	0x0001	NU (J+T)
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0001b2	0x000d32	0x0001	(dummy)
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0001b3	0x000d32	0x0001	FOX
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0001b4	0x000d32	0x0001	COMMANDO R
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0001b5	0x000d32	0x0001	SOLDAT R
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0001b6	0x000d32	0x0001	hCLAIREUR
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0001b7	0x000d32	0x0001	GARDE
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0001b8	0x000d32	0x0001	COMMANDO
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0001b9	0x000d32	0x0001	PRISO. M.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0001ba	0x000d32	0x0001	PATROUIL.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0001bb	0x000d32	0x0001	PRISO. F.
23	lang_item_text_fr.olang	0x0056a63d	fr	0x22af99	0x0001bc	0x000d32	0x0001	MhCANO
