sector	off	idx	line	script_class	voice_ids	text
314	0x13a010	80385	4	latin	v_bri_mis_kaz0020_000_0	C’est cette substance qui devenait friable et\ninutilisable par temps froid, ils ont dû l'améliorer.\n
314	0x13a010	80385	5	latin	v_bri_mis_kaz0020_000_0	Le C4 est un explosif plastique modelable.\n
314	0x13a010	80385	6	latin	v_bri_mis_kaz0020_000_0	Il est très stable et n'explose pas sans un\ndétonateur spécial.\n
314	0x13a010	80385	7	latin	v_bri_mis_kaz0020_000_0	On peut y mettre le feu, ça ne fait que brûler.\n
314	0x13a010	80385	8	latin	v_bri_mis_kaz0020_000_0	Beaucoup de soldats américains au Vietnam\nl’utilisaient comme combustible.\n
314	0x13a010	80385	9	latin	v_bri_mis_kaz0020_000_0	Place-le près de la barricade et planque-toi,\n
314	0x13a010	80385	10	latin	v_bri_mis_kaz0020_000_0	puis appuie sur le bouton du détonateur pour le\nfaire exploser.\n
314	0x13a010	80385	11	latin	v_bri_mis_kaz0020_000_0	Je m'en occupe.\n
314	0x13a4a0	80458	0	latin	v_bri_mis_kaz0020_020_0	Nous avons terminé le travail sur les charges de\nC4. Équipe-t'en au portail d'entrée et prends-les\navec toi en mission.\n
314	0x13a5a0	80474	0	latin	v_bri_kaz0040_000_0	Ces empreintes géantes près du terminal...\nQu’est-ce que tu crois que c’était, Kaz ?\n
314	0x13a5a0	80474	1	latin	v_bri_kaz0040_000_0	Cela me dépasse... Même un éléphant ne laisse pas\ndes empreintes de cette taille.\n
314	0x13a5a0	80474	2	latin	v_bri_kaz0040_000_0	Cela me fait penser au basilisco dont Chico parlait.\n
314	0x13a5a0	80474	3	latin	v_bri_kaz0040_000_0	J’espère que ce n’est pas ça...\n
314	0x13a5a0	80474	4	latin	v_bri_kaz0040_000_0	Moi aussi. S’ils ont vraiment ce type d’arme…\n
314	0x13a5a0	80474	5	latin	v_bri_kaz0040_000_0	On pourrait avoir affaire à un basilic.\n
314	0x13a5a0	80474	6	latin	v_bri_kaz0040_000_0	Qu'est-ce que tu veux dire ?\n
314	0x13a5a0	80474	7	latin	v_bri_kaz0040_000_0	C’est une encyclopédie médiévale qui décrit le\nbasilic ainsi :\n
314	0x13a5a0	80474	8	latin	v_bri_kaz0040_000_0	« Le basilic est le roi des serpents. Tous les\nserpents ont peur de lui et fuient à sa vue... »\n
314	0x13a5a0	80474	9	latin	v_bri_kaz0040_000_0	« De peur d’être tués par son haleine fétide. »\n
314	0x13a5a0	80474	10	latin	v_bri_kaz0040_000_0	Un serpent pour tuer un serpent, hein ?\n
314	0x13a5a0	80474	11	latin	v_bri_kaz0040_000_0	Je ne veux pas t’effrayer... mais autant être\nprudent.\n
314	0x13a5a0	80474	12	latin	v_bri_kaz0040_000_0	Compris.\n
314	0x13aa70	80551	0	latin	v_bri_mis_kaz1000_000_0	Il semble que chaque composant des armes\nintelligentes soit relié à une carte mémoire dans\nl'unité d'IA.\n
314	0x13aa70	80551	1	latin	v_bri_mis_kaz1000_000_0	En détruisant la pièce, cela déverrouille la carte\nmémoire correspondante.\n
314	0x13aa70	80551	2	latin	v_bri_mis_kaz1000_000_0	Ensuite, tu dois grimper dans l'unité d'IA et tu\npourras y récupérer les cartes que tu as\ndéverrouillées.\n
314	0x13aa70	80551	3	latin	v_bri_mis_kaz1000_000_0	Le seul problème, c'est que les pièces que tu\ndétruis sont irrécupérables.\n
314	0x13aa70	80551	4	latin	v_bri_mis_kaz1000_000_0	Tu devras décider si les pièces ou les cartes sont\nplus importantes.\n
314	0x13ad30	80595	0	latin	v_bri_mis_kaz0500_000_0	Bon sang, cette base est encore plus gardée que\nce que les hommes d'Amanda avaient dit...\n
314	0x13ad30	80595	1	latin	v_bri_mis_kaz0500_000_0	C’est vrai. Cela ne va pas être évident d'y arriver\nsans du vrai matériel.\n
314	0x13ad30	80595	2	latin	v_bri_mis_kaz0500_000_0	Tu devras peut-être combattre le mal par le mal,\nalors sois prêt à user de la force si nécessaire.\n
314	0x13ad30	80595	3	latin	v_bri_mis_kaz0500_000_0	Prends autant d’armes et d’objets que tu peux\ntransporter.\n
314	0x13ad30	80595	4	latin	v_bri_mis_kaz0500_000_0	Plus tu as de protection, meilleur c’est.\n
314	0x13ad30	80595	5	latin	v_bri_mis_kaz0500_000_0	Bien reçu. J'y penserai en choisissant ma tenue.\n
314	0x13ad30	80595	6	latin	v_bri_mis_kaz0500_000_0	On se retrouve de suite, Snake. Tiens encore un\npeu...\n
314	0x13ad30	80595	7	latin	v_bri_mis_kaz0500_000_0	Compris.\n
315	0x13b080	80648	0	latin	v_bri_mis_kaz0190_000_0	Pour le moment, il ne semble pas y avoir de\nsoldats ennemis dans la zone.\n
315	0x13b080	80648	1	latin	v_bri_mis_kaz0190_000_0	Détends-toi et concentre-toi sur ta cible\nd’entraînement.\n
315	0x13b080	80648	2	latin	v_bri_mis_kaz0190_000_0	Et n'oublie pas de chercher les cibles dans\nl’obscurité près des caisses et chariots élévateurs.\n
315	0x13b080	80648	3	latin	v_bri_mis_kaz0190_000_0	Ce sont des cibles à moyenne distance.\n
315	0x13b080	80648	4	latin	v_bri_mis_kaz0190_000_0	Tu peux prendre un fusil d’assaut par exemple.\n
315	0x13b080	80648	5	latin	v_bri_mis_kaz0190_000_0	Mais, c'est toi qui vois. Utilise les armes que tu\nveux pour t’entraîner.\n
315	0x13b340	80692	0	latin	v_bri_mis_kaz0200_000_0	On s'est déjà occupé des soldats ennemis.\n
315	0x13b340	80692	1	latin	v_bri_mis_kaz0200_000_0	L’endroit devrait être désert.\n
315	0x13b340	80692	2	latin	v_bri_mis_kaz0200_000_0	Tout ce que tu as à faire, c'est te concentrer sur\nces cibles.\n
315	0x13b340	80692	3	latin	v_bri_mis_kaz0200_000_0	C'est un entraînement de tir à longue distance.\n
315	0x13b340	80692	4	latin	v_bri_mis_kaz0200_000_0	Tu devrais prendre un fusil de sniper.\n
315	0x13b340	80692	5	latin	v_bri_mis_kaz0200_000_0	Mais, rien ne t'empêche de tirer avec une arme de\npoing, si tu le souhaites.\n
315	0x13b5a0	80730	0	latin	v_bri_mis_kaz0210_000_0	Nous avons déjà fait le ménage dans cette prison.\n
315	0x13b5a0	80730	1	latin	v_bri_mis_kaz0210_000_0	Aucun ennemi à craindre dans les parages.\n
315	0x13b5a0	80730	2	latin	v_bri_mis_kaz0210_000_0	Je pense que tu pourrais utiliser ces rues\nsinueuses pour l'entraînement au combat urbain.\n
315	0x13b5a0	80730	3	latin	v_bri_mis_kaz0210_000_0	Ce pourrait être l’endroit idéal pour s’entraîner\naux armes de jet.\n
315	0x13b5a0	80730	4	latin	v_bri_mis_kaz0210_000_0	Qu'en penses-tu ?\n
315	0x13b7c0	80764	0	latin	v_bri_mis_kaz0220_000_0	Aucun ennemi en vue ici. Tu devrais pouvoir te\nconcentrer sur l’entraînement.\n
315	0x13b7c0	80764	1	latin	v_bri_mis_kaz0220_000_0	Certaines cibles peuvent être difficiles à repérer,\n
315	0x13b7c0	80764	2	latin	v_bri_mis_kaz0220_000_0	mais persévère. Elles sont quelque part dans le\ncoin.\n
315	0x13b7c0	80764	3	latin	v_bri_mis_kaz0220_000_0	C’est une zone à moyenne portée.\n
315	0x13b7c0	80764	4	latin	v_bri_mis_kaz0220_000_0	Parfaite, quelle que soit l’arme avec laquelle tu\nveux t’entraîner.\n
315	0x13b7c0	80764	5	latin	v_bri_mis_kaz0220_000_0	Vise vite et bien !\n
315	0x13ba20	80802	0	latin	v_bri_mis_kaz0230_000_0	La présence ennemie dans ces bâtiments a été\nneutralisée.\n
315	0x13ba20	80802	1	latin	v_bri_mis_kaz0230_000_0	Tu peux t'entraîner sur cible sans problème.\n
315	0x13ba20	80802	2	latin	v_bri_mis_kaz0230_000_0	Optimiser les déplacements permet d’avoir toutes\nles cibles\n
315	0x13ba20	80802	3	latin	v_bri_mis_kaz0230_000_0	dans la limite du temps imparti.\n
315	0x13ba20	80802	4	latin	v_bri_mis_kaz0230_000_0	Certaines d’entre elles sont plus faciles à avoir en\nposition de sniper sur un toit.\n
315	0x13ba20	80802	5	latin	v_bri_mis_kaz0230_000_0	Non pas qu’il serait moins efficace de s’entraîner\navec d’autres armes.\n
315	0x13bcc0	80844	0	latin	v_bri_mis_kaz0260_000_0	Comme tu le sais sans doute, il y a une mission de\nrécupération Fulton.\n
315	0x13bcc0	80844	1	latin	v_bri_mis_kaz0260_000_0	Attention à ne pas tirer et tuer un des prisonniers\npar accident.\n
315	0x13bcc0	80844	2	latin	v_bri_mis_kaz0260_000_0	Et n'oublie pas de prendre le kit de récupération\navec toi.\n
315	0x13bcc0	80844	3	latin	v_bri_mis_kaz0260_000_0	Pour plus de sûreté, je te suggère de te munir\nd'un fusil tranquillisant,\n
315	0x13bcc0	80844	4	latin	v_bri_mis_kaz0260_000_0	cela t’évitera de tuer des prisonniers.\n
316	0x13c1a0	80922	0	latin	v_bri_mis_kaz0290_000_0	Pour faire un hold-up a un ennemi, tu dois te\nfaufiler derrière lui sans te faire repérer.\n
316	0x13c1a0	80922	1	latin	v_bri_mis_kaz0290_000_0	Rapproche-t'en assez à son insu, pointe ton arme\nsur lui,\n
316	0x13c1a0	80922	2	latin	v_bri_mis_kaz0290_000_0	et même le plus entraîné des soldats se rendra\nsans faire d'histoire.\n
316	0x13c1a0	80922	3	latin	v_bri_mis_kaz0290_000_0	Cela ne sert à rien d’attaquer un ennemi si c’est\npour que ses camarades t’attaquent.\n
316	0x13c1a0	80922	4	latin	v_bri_mis_kaz0290_000_0	Alors, attaque-le quand il est isolé.\n
316	0x13c1a0	80922	5	latin	v_bri_mis_kaz0290_000_0	Sois prudent et ne leur tire pas dessus par erreur.\n
316	0x13c1a0	80922	6	latin	v_bri_mis_kaz0290_000_0	Si tu tues un soldat ici, la mission sera un échec.\n
316	0x13c4b0	80971	0	latin	v_bri_mis_kaz0310_000_0	Un vrai vétéran doit être capable d’abattre\nplusieurs ennemis avec une seule balle.\n
316	0x13c4b0	80971	1	latin	v_bri_mis_kaz0310_000_0	Cette balle ne sert pas à leur tirer dessus, mais à\ndéclencher une explosion.\n
316	0x13c4b0	80971	2	latin	v_bri_mis_kaz0310_000_0	Cherche quelque chose d’inflammable,\n
316	0x13c4b0	80971	3	latin	v_bri_mis_kaz0310_000_0	comme un baril d’essence ou une arme\nautomatisée avec un réservoir plein.\n
316	0x13c4b0	80971	4	latin	v_bri_mis_kaz0310_000_0	Puis, tire dessus pour le faire exploser, en\nt’assurant de toucher plusieurs ennemis.\n
316	0x13c730	81011	0	latin	v_bri_mis_kaz0320_000_0	Ceci est une mission de sniper. Alors n'oublie pas\nton fusil de sniper.\n
316	0x13c730	81011	1	latin	v_bri_mis_kaz0320_000_0	Avec un fusil de sniper, tu peux regarder dans la\nlunette pour viser.\n
316	0x13c730	81011	2	latin	v_bri_mis_kaz0320_000_0	Appuie sur <I=ZOOMIN> ou <I=ZOOMOUT> pour changer de zoom.\n
316	0x13c730	81011	3	latin	v_bri_mis_kaz0320_000_0	N’oublie pas que la lunette réduit ton champ de\nvision.\n
316	0x13c730	81011	4	latin	v_bri_mis_kaz0320_000_0	Tu devras pointer dans la bonne direction avant de\nviser.\n
316	0x13c730	81011	5	latin	v_bri_mis_kaz0320_000_0	En visant les cibles à longue distance,\n
316	0x13c730	81011	6	latin	v_bri_mis_kaz0320_000_0	même un léger tremblement peut désaxer ta visée.\n
316	0x13c730	81011	7	latin	v_bri_mis_kaz0320_000_0	Ne bouge pas, calme-toi\n
316	0x13c730	81011	8	latin	v_bri_mis_kaz0320_000_0	et les tremblements cesseront naturellement au\nbout d’un moment.\n
316	0x13c730	81011	9	latin	v_bri_mis_kaz0320_000_0	Te tenir au plus près du sol te permettra de\nmaintenir ta visée.\n
316	0x13c730	81011	10	latin	v_bri_mis_kaz0320_000_0	Tu as compris ?\n
316	0x13cb40	81076	0	latin	v_bri_mis_kaz0340_000_0	Dans cette mission, il t'est interdit de tuer des\ncombattants ennemis.\n
316	0x13cb40	81076	1	latin	v_bri_mis_kaz0340_000_0	Et si tu es repéré, ne serait-ce qu'une fois, c’est\nperdu.\n
316	0x13cb40	81076	2	latin	v_bri_mis_kaz0340_000_0	Surtout, agis avec prudence !\n
316	0x13cb40	81076	3	latin	v_bri_mis_kaz0340_000_0	Reste bien au ras du sol. S'il y a des ennemis à\nproximité,\n
316	0x13cb40	81076	4	latin	v_bri_mis_kaz0340_000_0	marche doucement, sans faire de bruit…\n
316	0x13cb40	81076	5	latin	v_bri_mis_kaz0340_000_0	Une autre bonne technique est de se cacher\nderrière quelque chose\n
316	0x13cb40	81076	6	latin	v_bri_mis_kaz0340_000_0	et d'effectuer <I=ESEARCH> pour localiser tes ennemis.\n
316	0x13cb40	81076	7	latin	v_bri_mis_kaz0340_000_0	Et puis, il y a la bonne vieille méthode qui consiste\nà lancer\n
316	0x13cb40	81076	8	latin	v_bri_mis_kaz0340_000_0	un chargeur vide pour détourner l'attention.\n
316	0x13cb40	81076	9	latin	v_bri_mis_kaz0340_000_0	Sers-toi de tes oreilles autant que tes yeux.\n
316	0x13cb40	81076	10	latin	v_bri_mis_kaz0340_000_0	L’indicateur d’environnement permet de « voir »\nles sons comme des données visuelles.\n
317	0x13d670	81255	0	latin	v_bri_mis_kaz0360_000_0	Les ennemis qui volent tes objets essayeront de\nfuir la zone.\n
317	0x13d670	81255	1	latin	v_bri_mis_kaz0360_000_0	Ce doit être ta priorité de les abattre en premier\n
317	0x13d670	81255	2	latin	v_bri_mis_kaz0360_000_0	et de ne pas les laisser partir avec tes affaires.\n
317	0x13d670	81255	3	latin	v_bri_mis_kaz0360_000_0	On voit de nombreux ennemis dans cette zone.\n
317	0x13d670	81255	4	latin	v_bri_mis_kaz0360_000_0	Cela ne va pas être facile d'y aller seul.\n
317	0x13d670	81255	5	latin	v_bri_mis_kaz0360_000_0	Je recommande de prendre celle-ci avec un\nbinôme en CO-OPS.\n
317	0x13d8d0	81293	0	latin	v_bri_mis_kaz0370_000_0	Tu peux aussi poser des claymores le long des\nroutes qu'ils empruntent.\n
317	0x13d8d0	81293	1	latin	v_bri_mis_kaz0370_000_0	On a besoin de toi pour empêcher le tir de cette\nogive, Boss.\n
317	0x13d8d0	81293	2	latin	v_bri_mis_kaz0370_000_0	Quoi qu'il en coûte, on te protégera.\n
317	0x13da40	81316	0	latin	v_bri_mis_kaz0420_000_0	Il va falloir plus que quelques armes à feu pour\nstopper un camion.\n
317	0x13da40	81316	1	latin	v_bri_mis_kaz0420_000_0	Tu ferais mieux d'utiliser des roquettes.\n
317	0x13da40	81316	2	latin	v_bri_mis_kaz0420_000_0	Une autre tactique consisterait à déclencher une\nexplosion à distance.\n
317	0x13da40	81316	3	latin	v_bri_mis_kaz0420_000_0	Tu peux aussi faire appel à une frappe de soutien\n
317	0x13da40	81316	4	latin	v_bri_mis_kaz0420_000_0	si tu peux les marquer avec une balise.\n
317	0x13dc60	81350	0	latin	v_bri_mis_kaz0440_000_0	Il faudra plus d'un missile pour couler la Mother\nBase, mais si on est touché,\n
317	0x13dc60	81350	1	latin	v_bri_mis_kaz0440_000_0	on aura besoin de temps, de main-d'œuvre et de\nmatériel pour réparer.\n
317	0x13dc60	81350	2	latin	v_bri_mis_kaz0440_000_0	Fais tout ce qui est en ton pouvoir pour protéger\nla Mother Base.\n
317	0x13dc60	81350	3	latin	v_bri_mis_kaz0440_000_0	Et au risque d’enfoncer une porte ouverte : si un\nmissile te touche,\n
317	0x13dc60	81350	4	latin	v_bri_mis_kaz0440_000_0	tu es cuit. Alors, évite de te faire toucher !\n
317	0x13deb0	81387	0	latin	v_bri_mis_kaz0460_000_0	Tu utiliseras du C4 pour la démolition.\n
317	0x13deb0	81387	1	latin	v_bri_mis_kaz0460_000_0	Comme tu peux l'imaginer, l’explosion va faire un\nbarouf d’enfer.\n
317	0x13deb0	81387	2	latin	v_bri_mis_kaz0460_000_0	Pour ta propre sécurité, tiens-toi bien à distance\n
317	0x13deb0	81387	3	latin	v_bri_mis_kaz0460_000_0	du C4 avant l’explosion.\n
318	0x13e050	81413	0	latin	v_bri_mis_kaz0480_000_0	Boss, nous ne savons pas où ton équipement a été\nremisé.\n
318	0x13e120	81426	0	latin	v_bri_mis_kaz0510_000_0	Amanda et son équipe m'ont dit qu'ils avaient\nréussi à identifier plusieurs catégories\n
318	0x13e120	81426	1	latin	v_bri_mis_kaz0510_000_0	de mercenaires à la solde de la CIA.\n
318	0x13e120	81426	2	latin	v_bri_mis_kaz0510_000_0	Fais-moi un compte-rendu. Ces infos devraient\nm’intéresser.\n
318	0x13e120	81426	3	latin	v_bri_mis_kaz0510_000_0	Pas de problème. Je vais passer chaque catégorie\nen revue.\n
318	0x13e300	81456	0	latin	v_bri_mis_kaz0520_000_0	La catégorie que tu verras le plus se compose\nd'ennemis\n
318	0x13e300	81456	1	latin	v_bri_mis_kaz0520_000_0	qui patrouillent et gardent une zone opérationnelle\nspécifique.\n
318	0x13e300	81456	2	latin	v_bri_mis_kaz0520_000_0	Pour plus de simplicité, l'équipe d’Amanda appelle\nceux qui sont à l’extérieur, les patrouilleurs,\n
318	0x13e300	81456	3	latin	v_bri_mis_kaz0520_000_0	et ceux qui sont à l’intérieur, les gardes.\n
318	0x13e300	81456	4	latin	v_bri_mis_kaz0520_000_0	Tu peux avoir l'impression qu’ils se baladent,\n
318	0x13e300	81456	5	latin	v_bri_mis_kaz0520_000_0	mais ne te laisse pas avoir, car ils sont plus malins\nqu’ils n’en ont l’air.\n
318	0x13e300	81456	6	latin	v_bri_mis_kaz0520_000_0	Ils ont des sens très aiguisés.\n
318	0x13e300	81456	7	latin	v_bri_mis_kaz0520_000_0	D'habitude, ils patrouillent selon un itinéraire précis,\n
318	0x13e300	81456	8	latin	v_bri_mis_kaz0520_000_0	mais en cas d’alerte élevée, leur attitude est plus\nactive\n
318	0x13e300	81456	9	latin	v_bri_mis_kaz0520_000_0	et ils se concentrent sur des points de défense\nspécifiques. Ce qui n'est pas bon pour toi.\n
318	0x13e300	81456	10	latin	v_bri_mis_kaz0520_000_0	Ils savent se défendre\n
318	0x13e300	81456	11	latin	v_bri_mis_kaz0520_000_0	et avec une protection c'est encore plus difficile\nde les abattre.\n
318	0x13e300	81456	12	latin	v_bri_mis_kaz0520_000_0	S'ils portent un casque pare-balles,\n
318	0x13e300	81456	13	latin	v_bri_mis_kaz0520_000_0	tu ne pourras pas les tuer en un coup. C’est juste\nun avertissement.\n
318	0x13e300	81456	14	latin	v_bri_mis_kaz0520_000_0	Tu devras bien utiliser ton camouflage et choisir\nton itinéraire.\n
318	0x13e300	81456	15	latin	v_bri_mis_kaz0520_000_0	Le plus important est d’éviter d’être repéré.\n
318	0x13e960	81558	0	latin	v_bri_mis_kaz0530_000_0	Quand l’ennemi te repère et passe en alerte, il\npeut appeler un commando en renfort.\n
318	0x13e960	81558	1	latin	v_bri_mis_kaz0530_000_0	Ces équipes d’assaut sont bien armées,\nsurentraînées et très dangereuses.\n
318	0x13e960	81558	2	latin	v_bri_mis_kaz0530_000_0	Ce n'est pas pour rien que l’équipe d’Amanda les\nappelle les « commandos ».\n
318	0x13e960	81558	3	latin	v_bri_mis_kaz0530_000_0	À la différence des patrouilleurs, ces gars te\ntraqueront activement et sans relâche, comme une\nmeute de chiens.\n
318	0x13e960	81558	4	latin	v_bri_mis_kaz0530_000_0	Des chiens de meute pour chasser un ancien\nFOXHOUND... Je les attends !\n
318	0x13e960	81558	5	latin	v_bri_mis_kaz0530_000_0	Ils ne lâcheront pas facilement, même s'ils perdent\nta trace.\n
318	0x13e960	81558	6	latin	v_bri_mis_kaz0530_000_0	Ils passent au peigne fin tous les endroits où ils\npassent.\n
318	0x13e960	81558	7	latin	v_bri_mis_kaz0530_000_0	Alors, ne reste pas tranquillement au même endroit\noù tu te feras prendre.\n
318	0x13e960	81558	8	latin	v_bri_mis_kaz0530_000_0	Ne les quitte pas des yeux et regarde ce qu'ils font.\n
318	0x13e960	81558	9	latin	v_bri_mis_kaz0530_000_0	Tu dois savoir que l’équipement commando\ncomprend une protection.\n
318	0x13e960	81558	10	latin	v_bri_mis_kaz0530_000_0	Ne crois pas que tu puisses les éliminer par des\ntirs nourris.\n
318	0x13e960	81558	11	latin	v_bri_mis_kaz0530_000_0	Tout ce que j'ai à faire, c'est trouver un point\nfaible et exposé, et...\n
318	0x13e960	81558	12	latin	v_bri_mis_kaz0530_000_0	Exactement.\n
319	0x13f1e0	81694	0	latin	v_bri_mis_kaz0550_000_0	On a aussi confirmé que certains ennemis sont\nspécialisés dans les embuscades.\n
319	0x13f1e0	81694	1	latin	v_bri_mis_kaz0550_000_0	L'équipe d’Amanda les nomme les « éclaireurs ».\n
319	0x13f1e0	81694	2	latin	v_bri_mis_kaz0550_000_0	Ils se confondent avec le terrain et la végétation.\n
319	0x13f1e0	81694	3	latin	v_bri_mis_kaz0550_000_0	Quand ils te voient, ils te fondent dessus.\n
319	0x13f1e0	81694	4	latin	v_bri_mis_kaz0550_000_0	Leur technique de combat ressemble à celle des\ncommandos\n
319	0x13f1e0	81694	5	latin	v_bri_mis_kaz0550_000_0	et ils savent te débusquer.\n
319	0x13f1e0	81694	6	latin	v_bri_mis_kaz0550_000_0	En plus de manier des armes normales, les\néclaireurs ont des fils sur eux.\n
319	0x13f1e0	81694	7	latin	v_bri_mis_kaz0550_000_0	Ces gars connaissent les techniques de CQC.\n
319	0x13f1e0	81694	8	latin	v_bri_mis_kaz0550_000_0	Possible. On a eu des rapports d'attaques de CQC\nbloquées par des fils.\n
319	0x13f1e0	81694	9	latin	v_bri_mis_kaz0550_000_0	Ouvre l'œil !\n
319	0x13f5b0	81755	0	latin	v_bri_mis_kaz0560_000_0	Les éclaireurs sont équipés de camouflage, ce qui\nleur permet de se cacher.\n
319	0x13f5b0	81755	1	latin	v_bri_mis_kaz0560_000_0	Certains ont un air bizarre, comme si des algues\nleur avaient poussé sur le corps.\n
319	0x13f5b0	81755	2	latin	v_bri_mis_kaz0560_000_0	Ah, des tenues ghillies.\n
319	0x13f5b0	81755	3	latin	v_bri_mis_kaz0560_000_0	Peu de différence entre eux et les autres\néclaireurs en termes de compétence au combat,\n
319	0x13f5b0	81755	4	latin	v_bri_mis_kaz0560_000_0	mais cela les rend plus difficiles à repérer.\n
319	0x13f5b0	81755	5	latin	v_bri_mis_kaz0560_000_0	J'en suis sûr.\n
319	0x13f5b0	81755	6	latin	v_bri_mis_kaz0560_000_0	Tu en as déjà croisé ?\n
319	0x13f5b0	81755	7	latin	v_bri_mis_kaz0560_000_0	Ouais. L’Union Soviétique…\n
319	0x13f5b0	81755	8	latin	v_bri_mis_kaz0560_000_0	La première fois, cela m’a pris une heure entière\npour trouver le type et le supprimer.\n
319	0x13f5b0	81755	9	latin	v_bri_mis_kaz0560_000_0	Kaz, sais-tu s’ils brillent ?\n
319	0x13f5b0	81755	10	latin	v_bri_mis_kaz0560_000_0	S’ils brillent ? Comment ça ?\n
319	0x13f5b0	81755	11	latin	v_bri_mis_kaz0560_000_0	De la tête.\n
319	0x13f5b0	81755	12	latin	v_bri_mis_kaz0560_000_0	De la tête ?\n
319	0x13f5b0	81755	13	latin	v_bri_mis_kaz0560_000_0	Et leurs cheveux ? Ils sont chevelus ?\n
319	0x13f5b0	81755	14	latin	v_bri_mis_kaz0560_000_0	Qu’est-ce que tu racontes ? Comment le\nsaurais-je ?\n
319	0x13f5b0	81755	15	latin	v_bri_mis_kaz0560_000_0	Et un perroquet ? Est-ce que quelqu’un a entendu\nun cri de perroquet ?\n
319	0x13f5b0	81755	16	latin	v_bri_mis_kaz0560_000_0	Un perroquet ? Écoute, Snake. Tu te trompes de\npersonne,\n
319	0x13f5b0	81755	17	latin	v_bri_mis_kaz0560_000_0	tu devrais parler à Cécile, c'est elle l’experte en\noiseaux…\n
319	0x13f5b0	81755	18	latin	v_bri_mis_kaz0560_000_0	Une minute... Qu’est-ce que je raconte ? Tu\ndébloques complètement.\n
319	0x13f5b0	81755	19	latin	v_bri_mis_kaz0560_000_0	Pas grave. C'est une longue histoire. Je trouverai\nbien par moi-même. Laisse tomber.\n
319	0x13f5b0	81755	20	latin	v_bri_mis_kaz0560_000_0	Oui, je vais faire comme ça.\n
319	0x13f5b0	81755	21	latin	v_bri_mis_kaz0560_000_0	Quoi qu'il en soit, on a déjà perdu trop de\npersonnes avec ces rencontres-surprises.\n
319	0x13f5b0	81755	22	latin	v_bri_mis_kaz0560_000_0	Attention à ne pas finir comme eux.\n
319	0x13fd90	81881	0	latin	v_bri_mis_kaz0570_000_0	Il y a des zones où les soldats ennemis sont\n
319	0x13fd90	81881	1	latin	v_bri_mis_kaz0570_000_0	déployés sur plusieurs rangs pour tout couvrir.\n
319	0x13fd90	81881	2	latin	v_bri_mis_kaz0570_000_0	Quelques-uns t’attaqueront à distance,\n
319	0x13fd90	81881	3	latin	v_bri_mis_kaz0570_000_0	depuis des toits et des points vue élevés et\néloignés.\n
319	0x13fd90	81881	4	latin	v_bri_mis_kaz0570_000_0	Essaie de ne pas être distrait par des ennemis,\n
319	0x13fd90	81881	5	latin	v_bri_mis_kaz0570_000_0	car tu serais exposé aux attaques à longue portée.\n
319	0x13fd90	81881	6	latin	v_bri_mis_kaz0570_000_0	Je vais faire attention.\n
320	0x140030	81923	0	latin	v_bri_mis_kaz0580_000_0	Les chars ennemis, les véhicules blindés\n
320	0x140030	81923	1	latin	v_bri_mis_kaz0580_000_0	et les hélicos d’attaque sont toujours\naccompagnés par un escadron de combat.\n
320	0x140030	81923	2	latin	v_bri_mis_kaz0580_000_0	Livrés à eux-mêmes, les soldats ne sont pas\nparticulièrement durs.\n
320	0x140030	81923	3	latin	v_bri_mis_kaz0580_000_0	Ce qui est formidable, c’est la manière dont ils\ntravaillent en équipe.\n
320	0x140030	81923	4	latin	v_bri_mis_kaz0580_000_0	Comme si la machine ne nous donnait pas assez\nde fil à retordre.\n
320	0x140030	81923	5	latin	v_bri_mis_kaz0580_000_0	Tant mieux. J’aime les défis.\n
320	0x140030	81923	6	latin	v_bri_mis_kaz0580_000_0	Eh bien, on verra comment tu te sentiras quand tu\ndevras les affronter.\n
320	0x140030	81923	7	latin	v_bri_mis_kaz0580_000_0	Snake, quoi que tu fasses, ne te laisse pas\nencercler.\n
320	0x140030	81923	8	latin	v_bri_mis_kaz0580_000_0	Te retrouver dans la zone d'attaque des chars est\nla dernière chose dont tu as besoin.\n
320	0x140030	81923	9	latin	v_bri_mis_kaz0580_000_0	Fais attention à ce que tes ennemis se disent.\n
320	0x140030	81923	10	latin	v_bri_mis_kaz0580_000_0	Tu peux augmenter tes chances en devinant ce\nqu'ils préparent\n
320	0x140030	81923	11	latin	v_bri_mis_kaz0580_000_0	et l’utiliser pour anticiper leurs déplacements.\n
320	0x140030	81923	12	latin	v_bri_mis_kaz0580_000_0	On n'a pas toujours besoin d'un affrontement\ndirect pour gagner un combat.\n
320	0x140030	81923	13	latin	v_bri_mis_kaz0580_000_0	Pense en guérilléro.\n
320	0x140030	81923	14	latin	v_bri_mis_kaz0580_000_0	Compris.\n
320	0x1405e0	82014	0	latin	v_bri_mis_kaz0590_000_0	Les ennemis portant des boucliers peuvent être\nvraiment gênants.\n
320	0x1405e0	82014	1	latin	v_bri_mis_kaz0590_000_0	À entendre Amanda, tenter de combattre ces\nsalopards\n
320	0x1405e0	82014	2	latin	v_bri_mis_kaz0590_000_0	alors qu’ils sont assis derrière leur bouclier à te\ntirer dessus\n
320	0x1405e0	82014	3	latin	v_bri_mis_kaz0590_000_0	est à s’en arracher les cheveux.\n
320	0x1405e0	82014	4	latin	v_bri_mis_kaz0590_000_0	Contourne-les par les flancs si tu peux.\n
